,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
731,997,10970.78,20974,30705,1173,816,1507,5054.91,0.460761222,346,3093.53,2212,6488,201,79,226,1013.03,0.327467327,19,3575.3,4238,10108.8,169,109,266,1721.19,0.48141135,20,4654.2,4420,10946,406,170,421,1584.974,0.340547033,21,8771.59,4282,24528,428,141,845,5042.78,0.574899192,155,3874.09,4710,13400,241,149,471,1628.66,0.420398081,76,4503.92,6372,11912,486,257,537,2306.861,0.512189604,115,5203.43,3432,15160,635,161,704,1365.53,0.262428821,124,4567.07,2600,18486,435,93,678,1170.22,0.256229924,98,2287.66,0,10140,157,0,348,904.623,0.395435948,60,19603.63,13460,70964,3155,736,4068,9581.572,0.488765193,270,8631.86,7600,30766,1037,380,1453,4047.018,0.468846575,174,3290.58,4066,11217,244,127,355,858.75,0.26097223,72,3399.85,45,16535,104,1,200,1726.74,0.507887113,25,1287.68,0,4008,123,0,157,560.12,0.434983847,24
732,998,10110.17,15504,31836,1079,593,1618,4676.719,0.462575703,314,6659.09,4984,13276,445,178,455,2102.35,0.315711306,17,6093.23,2922,21010,281,75,537,2896.49,0.475362,21,5424.97,5018,11882,468,193,457,1899.794,0.350194379,21,10474.64,4952,26634,546,157,898,5915.52,0.564746855,155,4683.88,4342,14562,296,136,527,2044.98,0.436599571,75,3848.57,4316,11324,412,169,510,1981.938,0.514980369,105,4853.23,1936,14610,577,89,699,1458.63,0.300548295,109,4867.02,2176,21484,451,74,785,1420.46,0.291854153,93,3281.61,0,10140,237,0,348,1362.11,0.415073699,58,20294.4,12484,75552,3255,684,4351,10083.338,0.496853221,275,11043.77,5700,35624,1296,285,1666,5315.754,0.481335088,172,2645.08,4281,11531,212,135,366,677.6,0.256173726,72,2924.94,0,11220,85,0,134,1483.51,0.50719331,15,1011.43,0,3528,107,0,139,385.08,0.380728276,23
733,1002,15208.3,21722,36523,1537,891,1796,7521.163,0.494543309,369,486.69,84,1472,29,3,46,247.94,0.509441328,10,6320.41,10656,10476.8,292,255,279,2936.32,0.464577456,28,4448.3,5278,10530,384,203,405,1608.712,0.361646472,23,11881.4,6050,27654,590,207,966,7122.74,0.599486592,157,-309.98,0,0,-23,0,0,-110.38,0.35608749,26,4202.06,4564,11890,420,178,539,2314.684,0.550845062,101,4748.67,3876,14992,526,179,691,1490.48,0.313873148,114,-52.38,98,0,-6,3,0,-6.93,0.132302405,17,7065.67,7432,17794,470,245,640,3660.798,0.518110526,109,25991.85,16252,82832,3823,894,4719,13546.059,0.521165635,273,11660.14,7280,36684,1309,364,1734,5808.985,0.498191703,173,19.38,516,0,4,18,0,-2.48,-0.127966976,9,3519.5,720,11407,139,12,178,1761.94,0.500622247,17,1206.48,0,3698,122,0,146,498.38,0.413086002,23
734,1003,12521.82,19204,30705,1245,780,1493,6234.832,0.497917395,360,451.53,0,1472,32,0,46,198.53,0.439682856,9,5054.59,7952,14032.8,238,193,366,2366.45,0.468178428,32,5036.36,4498,10972,429,173,422,1842.504,0.365840409,22,11492.64,5906,26904,570,193,935,6975.47,0.606951057,157,0,0,0,0,0,0,0,0,0,3214.78,4158,9104,330,163,424,1766.522,0.549500121,96,4814.55,3056,15350,530,141,709,1522.42,0.316212315,112,-19.85,0,0,-2,0,0,-2.1,0.105793451,5,10269.02,7978,29500,658,258,1058,5380.722,0.523976192,138,16018.51,13288,49892,2374,733,2862,8456.738,0.52793537,263,9589.79,5860,28518,1065,293,1362,4993.676,0.5207284,173,247.23,1288,0,20,45,0,78.46,0.317356308,12,1935.88,720,7198,77,12,106,995.72,0.514350063,15,910.26,0,3888,88,0,152,388.96,0.427306484,23
735,1004,22042.48,30272,62952,2280,1276,3094,10633.652,0.482416316,388,798.63,0,3796,52,0,121,401.13,0.502272642,10,9093.16,12738,20026.8,428,299,527,4237.97,0.466061303,32,8969.01,5356,20046,748,206,771,3456.298,0.385360034,22,14874.46,7350,30240,741,251,1037,8948.49,0.601600999,157,-86.06,0,0,-7,0,0,-21.96,0.255170811,10,3749.39,8770,12920,387,339,593,1997.161,0.532662913,99,6532.85,3304,21256,761,154,993,1883.21,0.288267755,116,6996.71,5214,26466,638,179,975,2063.96,0.294990074,98,8223.59,8672,23372,552,285,837,4163.634,0.506303695,112,32460.49,20760,113326.4,4966,1147,6473,16455.16,0.506928885,281,16125.25,10320,53762,1864,510,2563,7850.4,0.486838964,184,293.26,1078,0,25,37,0,87.89,0.299699925,10,3643.95,720,12016,125,12,176,1880.13,0.51595933,23,1573.57,0,4894,159,0,192,647.97,0.411783397,24
736,1005,14936.31,20766,38439,1567,862,1930,7123.118,0.476899448,356,3449.08,2016,9628,220,72,329,1239.08,0.359249423,19,4110.34,4036,8528.8,198,103,234,1976.54,0.480870196,18,5885.13,4238,13390,476,163,515,2315.08,0.393377886,26,25003.36,8002,60594,1262,272,2074,14772.77,0.590831392,227,1974.19,3752,4258,107,120,140,936.74,0.474493337,34,5677.19,4546,14030,616,184,640,2981.62,0.525192921,109,7685.1,3514,22042,883,162,1043,2403.98,0.312810503,120,6934.23,5092,24372,623,179,896,2102.78,0.303246359,97,3086.58,0,12384,219,0,420,1335.28,0.432608259,58,25617.54,17940,89912,4030,996,5186,13188.809,0.514835109,269,11174.96,6416,38880,1293,320,1836,5523.446,0.494269868,175,4975.39,4835,21906.6,369,168,695,1277.47,0.256757762,88,3716.8,720,12400,111,12,145,1893.3,0.509389798,17,1541.83,0,4958,158,0,194,625.78,0.405868351,25
737,1006,17898.52,20758,46190,1874,843,2296,8725.209,0.487482149,365,893.57,28,2548,59,1,82,393.82,0.440726524,8,9384.15,9730,21242.8,439,231,555,4373.31,0.466031553,32,6839.43,4758,16016,560,183,616,2701.636,0.395008941,22,8244.08,7000,27696,406,233,1012,4800,0.58223598,179,0,0,0,0,0,0,0,0,2,3280.79,5554,10370,361,216,476,1685.559,0.513766197,93,5129.31,3462,15468,600,165,713,1506.95,0.293791953,110,-14.64,0,0,0,0,0,-7.89,0.538934426,2,10283.37,7702,38990,685,253,1531,5175.669,0.503304753,154,21138.56,13276,76524,3269,727,4403,10676.868,0.505089656,262,11014.69,7396,37188,1275,365,1767,5318.743,0.48287723,176,277.53,844,0,19,26,0,77.35,0.278708608,9,4272.94,720,14966,172,12,233,1977.24,0.46273526,16,1245.27,0,4026,119,0,158,550.02,0.441687345,23
738,1007,10425.42,16886,27924,1124,671,1463,4941.101,0.473947428,345,1490.9,476,4992,100,15,159,660.9,0.443289288,10,4880.84,5956,9394,228,144,241,2222.44,0.455339655,23,5694.37,3380,12506,464,130,481,2251.398,0.395372622,23,12921.07,3364,29268,663,137,995,7703.1,0.596165797,157,9.87,0,0,0,0,0,15.97,1.618034448,2,3434.01,4008,9688,389,172,454,1856.242,0.540546475,93,4200.71,2828,15796,505,127,733,1084.61,0.258196829,95,-11.68,0,0,-1,0,0,-1.43,0.122431507,3,12624.41,7052,28814,859,227,1048,6093.989,0.482714757,140,17453.68,8696,59960,2821,483,3503,8771.136,0.502537918,275,10438.96,2660,30916,1192,133,1471,5318.325,0.509468855,166,192.13,660,0,15,25,0,58.25,0.303180138,11,1190.54,0,5472,62,0,93,592.53,0.497698523,15,1071.68,0,3846,112,0,151,436.97,0.407742983,26
739,1008,13055.9,20288,37790,1411,833,1914,6123.224,0.469000528,330,5912.01,3136,14160,374,112,488,2059.26,0.348318085,17,4911.62,2540,11390,234,64,295,2261.58,0.460455003,16,5818.06,1664,16042,485,64,617,2146.008,0.368852848,22,16206.48,5442,30606,825,161,1070,9466.37,0.584110183,153,4815.88,4814,12028,298,153,418,2127.48,0.441763499,66,5963.57,5398,17148,649,213,777,3075.623,0.515735206,105,5797.17,2222,17114,676,101,806,1692.08,0.291880349,96,5704.75,1134,23150,522,41,853,1723.15,0.302055305,94,3251.13,0,10140,226,0,348,1492.18,0.458972726,58,30490.35,18932,101312,4882,1059,5837,15332.022,0.502848344,269,13384.75,7620,46504,1562,381,2200,6579.008,0.491530137,172,3646.43,3932,17139.6,269,128,530,977.43,0.268051217,78,2574.21,0,11850,80,0,139,1250.09,0.485620831,17,1846.57,0,5328,180,0,210,798.96,0.432672468,25
740,1009,15627.14,20930,41390,1700,817,2236,7464.037,0.477632951,350,5944.82,4536,14776,393,162,510,1976.81,0.332526468,21,7261,6518,20062.8,339,167,523,3544.94,0.488216499,26,6669.17,4082,16666,527,157,641,2684.778,0.402565537,25,14018.54,7360,32034,746,240,1192,8281.89,0.590781208,160,1244.93,4450,1436,67,143,44,598.38,0.480653531,24,4883.1,6456,14368,544,257,691,2595.693,0.531566628,104,5927.34,3974,18492,727,182,880,1650,0.278371074,105,6008.47,5450,26932,567,187,1003,1703.34,0.283489807,100,2378.38,0,8628,169,0,312,1084.98,0.456184462,53,24834.71,12820,84104,3986,696,4967,12680.884,0.510611318,281,14099.33,5940,44516,1696,297,2113,6736.487,0.477787739,173,9492.81,11801.5,63214.3,748,408,2094,2289.74,0.241207819,114,3150.69,0,12005,104,0,158,1510.95,0.47956162,19,1528.18,0,4884,149,0,192,651.59,0.426383018,24
741,1010,21900.6,24362,57581,2331,1024,2950,10505.647,0.479696766,357,5493.17,2548,13280,355,91,461,1787.17,0.325344018,19,7723.81,2956,16582.8,361,76,443,3760.5,0.486871117,20,6265.89,2496,16822,528,96,647,2274.44,0.36298754,25,27224.32,16582,63234,1334,537,2082,16017.7,0.588359966,227,6174.07,4304,17380,370,135,595,2785.27,0.451123813,72,6809.93,7488,16588,746,300,774,3562.337,0.523109195,112,10209.85,3428,31498,1170,162,1450,3021.3,0.295920116,122,10037.45,6098,39236,898,208,1424,3025.46,0.301417193,99,3257.83,0,11196,231,0,390,1467.73,0.450523815,59,31335.68,32228,107244,4907,1821,6261,16248.845,0.518541324,278,16385.88,16860,46672,1843,843,2186,8289.558,0.505896418,174,7423.62,7052,30090,552,248,946,2000.12,0.269426506,95,3516.33,0,13670,103,0,161,1812.33,0.515403844,15,2061.99,0,6080,204,0,236,842.39,0.408532534,24
742,1011,15565.96,16744,35940,1597,673,1854,7752.795,0.498060833,322,1102.68,28,4480,63,1,143,575.68,0.522073494,10,5452.32,5738,15932,254,141,406,2519.38,0.46207486,26,6536.07,4082,15340,533,157,590,2587.604,0.395896005,21,10732.19,6802,25002,534,239,860,6337.92,0.590552348,156,0,0,0,0,0,0,0,0,0,3321.97,4400,9250,357,175,430,1762.776,0.530641758,92,3792.69,1654,13444,423,78,629,1189.74,0.31369292,92,-17,0,0,-1,0,0,-6.75,0.397058824,1,6075.66,7788,16650,407,260,583,3099.061,0.510078082,109,18234.2,16100,58176,2646,887,3363,9723.92,0.533279223,265,10830.49,6060,35594,1202,303,1697,5474.888,0.505506953,172,356.91,1224,0,29,43,0,101.4,0.284105237,11,2466.1,720,6758,97,12,101,1257.6,0.50995499,12,1389.82,0,4650,132,0,183,621.92,0.447482408,23
743,1012,14844.68,14630,48270,1615,590,2453,6662.141,0.448789802,322,4817.21,2436,13240,317,87,459,1542.46,0.320197791,17,4445.3,4600,10002,206,118,257,2096.43,0.471605966,14,5327.41,4394,14196,452,169,546,1916.128,0.359673462,24,33440.87,15080,75624,1671,475,2573,19715.18,0.589553442,229,2071.8,5168,2080,115,163,65,943.9,0.455594169,24,6409.3,5112,17044,732,208,792,3309.161,0.516306149,100,8921.72,2374,27188,1059,108,1278,2534.71,0.284105531,99,8423.4,3650,41314,795,126,1519,2449.86,0.290839803,98,3628.75,0,12804,267,0,438,1512.12,0.416705477,58,35725.78,18420,126444,5742,1026,7330,17980.87,0.503302377,263,14111.31,7540,48994,1666,377,2305,6803.244,0.482112858,172,11683.33,6006,46594.1,884,206,1494,3050.25,0.261077107,86,3218.82,56,12736,105,1,154,1470.3,0.456782299,20,1419.44,0,4172,140,0,164,602.24,0.424279998,26
744,1013,19308.94,21380,51676,2168,919,2726,9151.33,0.47394264,386,1807.32,64,4192,129,2,131,744.32,0.41183631,7,3353.82,2772,10605.6,172,73,291,1596.81,0.476116786,23,3509.12,4810,9594,270,185,369,1505.138,0.428921781,23,14328.13,2834,33330,788,118,1291,8472.21,0.591299074,140,700.65,1786,0,52,78,0,336.86,0.480782131,14,4190.42,6318,18200,509,269,918,2133.183,0.50906186,106,7797.39,2498,21236,913,113,1035,2483.19,0.318464255,97,7867.23,4500,26224,710,156,990,2461.33,0.312858528,84,13712.14,5644,33256,913,184,1202,6519.496,0.475454305,139,27796.95,9224,85040,4516,531,5145,14447.238,0.519741842,268,15674.4,3420,49180,1822,171,2354,8012.491,0.511183267,161,516.79,532,204,36,17,6,149.29,0.288879429,8,-22.34,0,0,0,0,0,13.16,-0.589077887,2,2103.5,0,6416,203,0,251,912.86,0.433971952,26
745,1014,15193.61,22984,38931,1683,946,2069,7039.718,0.463334125,356,4796.17,2016,12168,318,72,418,1612.92,0.336293334,21,5114.11,3288,11436.8,254,84,307,2412.05,0.471646093,20,7383.78,3692,17810,597,142,685,2869.08,0.388565206,25,12584.92,5010,29754,651,157,1067,7380.37,0.586445524,156,1072.98,4776,1250,59,155,39,515.38,0.480325822,23,4306.71,6662,14688,483,267,703,2212.567,0.513748778,108,9268.58,3312,25130,1107,152,1186,2607.35,0.281310621,124,6700.87,2286,26000,616,83,985,1971.33,0.294190157,94,2809.14,0,9084,205,0,324,1190.89,0.423934015,54,28391.07,15928,90400,4601,885,5328,14366.097,0.506007593,282,13946.47,7220,41620,1635,361,1972,6715.077,0.481489366,173,11066.01,7914,51694.7,828,274,1678,2909.8,0.262949338,114,2735.72,0,11450,91,0,138,1302.27,0.476024593,18,1423.23,0,4588,140,0,181,604.83,0.424969963,23
746,1015,19689.88,20798,47974,2189,939,2485,9294.022,0.472020246,398,1046.3,372,2368,71,12,74,463.3,0.442798433,13,2779.59,2402,9280.8,140,63,256,1379.1,0.49615231,21,3874.31,4810,9750,316,185,375,1516.176,0.39134091,24,15622.77,2700,41454,920,111,1662,9059.37,0.579882441,154,264.13,1436,0,24,61,0,103.23,0.390830273,12,4129.35,5616,8326,496,245,426,2166.041,0.524547689,67,6449.87,3876,17402,754,180,837,2016.96,0.312713279,118,6277.67,5386,21982,580,187,814,1791.02,0.285300119,89,6364.09,4724,15860,435,158,551,3081.433,0.48419067,98,23479.64,11336,75768,3828,656,4569,12218.908,0.520404401,291,12788.34,6008,41984,1480,300,2010,6578.362,0.51440312,172,209.42,876,0,22,30,0,34.17,0.163164932,12,452.36,0,1650,18,0,30,202.52,0.447696525,6,2269.01,0,6810,213,0,268,1037.96,0.457450606,27
747,1016,11223.44,24332,27170,1117,1032,1384,5471.263,0.487485388,379,702.53,944,5832,52,30,202,228.79,0.325665808,17,5409.71,4896,9688.8,244,129,257,2717.77,0.502387374,24,5497.05,5330,10478,426,205,403,2337.042,0.425144759,24,9263.95,2474,26796,470,98,929,5490.62,0.592686705,161,302.29,1860,0,25,78,0,119.29,0.394621059,14,2843.9,5036,8746,302,213,418,1524.326,0.535998453,90,4144.37,4198,12256,478,197,573,1255.33,0.302900079,105,-39,34,0,-3,1,0,-23.05,0.591025641,6,4229.34,6196,14210,271,206,488,2064.615,0.48816482,110,14520.53,12144,44656,2235,670,2605,7406.649,0.510081175,288,8649.96,2420,27162,991,121,1290,4398.523,0.50850212,166,10025.28,5504,34395.6,717,195,1143,2928.19,0.29208062,100,2585.14,0,7188,114,0,122,1327.9,0.513666571,15,1290.39,0,4126,136,0,164,524.14,0.406187277,26
748,1017,13806.42,20008,38582,1390,839,1909,6840.499,0.495457838,363,418.66,0,1696,28,0,53,185.66,0.443462476,6,7576.46,9800,16402.8,358,234,425,3454.86,0.45599924,30,6111.05,4810,12792,504,185,492,2372.004,0.388149991,22,10460.82,5362,25482,510,177,868,6246.37,0.597120493,153,4.66,0,0,1,0,0,4.66,1,0,3630.16,3716,9952,374,146,461,1988.262,0.547706437,95,4752.87,3500,15284,533,165,700,1418.18,0.298383924,110,487.39,0,0,38,0,0,163.39,0.335234617,2,10442.42,9046,23640,691,302,834,5374.239,0.514654553,134,18589.94,13376,67188,2760,734,3781,9590.232,0.515882891,263,10308.04,6520,32610,1163,326,1547,5146.882,0.499307531,172,141.13,1412,0,12,47,0,25.97,0.184014738,13,3003.2,720,9982,116,12,150,1479.7,0.492707778,11,1540.99,0,5752,152,0,225,651.29,0.422643885,23
749,1018,14072.66,19362,36122,1422,797,1813,6915.632,0.491423228,360,446.77,0,1904,30,0,62,217.27,0.486312868,8,6597.32,8792,18468.8,312,210,482,3032.06,0.459589652,31,5305.84,4940,11830,437,190,455,2069.246,0.389994044,21,11056.89,5822,25746,530,192,868,6573.2,0.594489047,154,-16.38,0,0,-1,0,0,0.32,-0.01953602,2,3008.23,4900,9466,309,196,439,1604.033,0.533214881,94,4326.36,3658,15086,480,175,694,1420.57,0.328352241,114,0.86,68,0,-1,2,0,6.16,7.162790698,5,7911.81,7170,25106,506,236,911,4000.869,0.50568315,135,18012.37,13564,64968,2766,745,3668,9029.952,0.501319482,264,9699.06,6648,33514,1102,332,1584,4831.494,0.498140438,173,239.74,812,0,19,28,0,64.97,0.271001919,9,2329.19,720,9904,97,12,156,1128.15,0.48435293,16,1454.68,0,4906,147,0,194,597.63,0.410832623,23
750,1019,20052.52,23280,53833,2197,921,2724,9456.338,0.471578535,357,6822.13,2072,19292,455,74,681,2063.63,0.302490571,19,8273.33,3262,24710.8,400,83,649,3950.37,0.477482465,25,7042.75,2028,20098,589,78,773,2598.886,0.369015796,24,18681.91,8742,35454,912,279,1224,10979.5,0.587707574,167,1588.1,4806,1602,90,152,51,736.95,0.464045085,26,5819.07,6852,17876,643,283,829,3071.762,0.52787851,109,12781.18,3158,41806,1602,148,2010,3418.9,0.267494864,117,7112.1,6668,29766,653,233,1097,2186.35,0.307412719,99,4801.17,0,13536,331,0,468,2080.92,0.433419354,59,32921.71,20144,122888,5298,1133,7149,16630.039,0.50513898,270,18391.82,10340,54082,2187,517,2544,8777.557,0.477253312,175,13399.39,10529.5,55079.5,1018,365,1802,3296.87,0.246046275,116,3638.05,0,15750,117,0,187,1671.05,0.459325738,17,2043.83,0,5726,199,0,225,885.78,0.43339221,24
751,1020,14351.66,13714,41198,1622,539,2122,6576.795,0.458260229,313,3098.34,0,7728,221,0,244,1285.36,0.414854406,7,12265.18,9536,21006,548,226,537,5827.64,0.475136932,34,7202.12,3068,16146,619,118,621,2598.75,0.360831255,24,15747.26,9000,37050,775,291,1356,9124.42,0.579429056,163,0,0,0,0,0,0,0,0,0,3957.2,4426,14402,445,176,686,2078.366,0.52521126,91,7410.16,2136,23982,954,99,1150,1784.56,0.240826109,99,-20.67,34,0,-2,1,0,10.78,-0.521528786,10,22658.94,11348,59356,1574,371,2161,10232.876,0.451604356,139,28132.35,10992,83868,4515,603,4912,14195.374,0.504592542,284,16907.48,4864,49504,1989,242,2351,8315.135,0.491802149,175,283.48,1438,0,22,52,0,80.35,0.283441513,7,4058.55,720,10694,158,12,154,1954.04,0.481462591,13,1277.76,24,3672,127,1,144,537.71,0.420822377,24
752,1021,14736.88,20704,50863,1500,848,2565,7016.823,0.476140336,357,5065.19,4116,10396,326,147,356,1699.19,0.335464218,18,4996.44,3744,10268.8,240,96,277,2357.49,0.471833946,22,6988.85,4498,15028,581,173,578,2638.096,0.377472116,22,11984.69,6452,31548,625,211,1085,6939.04,0.578992031,160,4709.7,4600,15456,267,147,548,2218.25,0.470996029,81,4739.41,4684,13464,502,188,609,2503.916,0.528318082,115,7743.41,2634,25612,913,127,1235,2393.41,0.309089923,130,4760.51,5300,21920,437,184,851,1380.06,0.289897511,102,1991.53,0,10140,136,0,348,943.68,0.473846741,58,23281.51,13520,95708,3678,750,5519,11631.623,0.499607757,269,11811.43,7180,47618,1367,359,2248,5636.337,0.477193447,172,3279.16,4106.5,12736,239,133,406,872.52,0.266080338,78,3851.34,540,16720,119,6,198,1954.35,0.507446759,18,1933.38,0,7536,196,0,295,770.68,0.398617964,25
753,1022,15488.32,15868,43272,1696,653,2254,7197.131,0.464681192,342,2638.09,1568,8128,182,56,276,799.6,0.303098075,19,4574.36,4170,6888,217,107,180,2117.12,0.462823215,13,5034.06,3692,13884,421,142,534,1853.076,0.368107651,24,15811.87,7200,32688,765,236,1107,9425.01,0.596071812,172,5119.69,3720,13710,318,117,486,2234.09,0.436372124,72,5647.99,5832,16742,620,234,758,2912.257,0.515627152,109,4865.09,2134,16598,612,99,796,1261.59,0.259314833,105,-51.71,0,0,-2,0,0,31.09,-0.601237672,12,3148.04,0,9972,230,0,342,1344.74,0.42716738,57,29954.69,20800,110684,4879,1167,6350,14695.547,0.490592525,278,13278.99,9300,45804,1600,465,2154,6299.149,0.474369587,172,4370.45,4087,17586.4,319,130,543,987.94,0.226049949,82,1882.07,0,10640,60,0,122,886.57,0.471061119,16,1160.25,0,3776,120,0,149,467.65,0.403059685,24
754,1023,9734.25,22188,29616,1024,949,1535,4662.439,0.478972597,369,1048.39,1916,7580,70,62,259,418.14,0.398840126,15,6429.2,5990,12540.8,287,158,336,3234.39,0.503078143,25,5798.46,6266,12610,444,241,485,2490.264,0.429469894,25,14583.56,3618,37332,736,151,1382,8715.99,0.597658596,152,397.68,1978,0,25,82,0,206.28,0.518708509,13,2481.05,5482,9194,297,239,449,1320.128,0.5320844,91,8682.36,3518,24638,1016,165,1176,2559.21,0.29475972,114,6577.99,3862,24250,606,139,919,1894.96,0.288075841,94,4118.86,6390,18788,262,208,648,2185.294,0.53055797,109,16144.36,9392,61324,2535,532,3631,8379.558,0.519039343,289,8479.65,2580,34784,949,129,1664,4403.088,0.519253507,164,16477.87,3270,76340.7,1239,116,2599,4467.87,0.271143661,112,1275.22,0,4752,61,0,81,597.71,0.468711281,14,1817.55,0,6746,177,0,264,768.01,0.422552337,24
755,1024,15264.59,16846,44806,1620,665,2266,7024.04,0.460152549,317,7070.98,5964,17140,468,213,589,2327.76,0.329199064,17,6006.12,4304,11956,273,110,310,2905.92,0.483826497,15,8354.2,3484,19162,689,134,737,3182.288,0.380920734,22,20859.81,8714,38106,1017,265,1308,12339.82,0.591559559,170,4595.42,5522,15694,286,173,546,1946.92,0.423665302,78,5206.5,5266,14724,577,211,668,2688.803,0.51643196,106,7092.69,2918,20436,868,137,972,1920.29,0.27074213,102,7097.45,1238,33042,678,42,1211,1933.61,0.272437284,94,3742.85,0,10356,256,0,360,1665.8,0.445061918,58,30204.78,18276,107320,4848,1029,6181,15139.722,0.501235963,266,13701.21,7740,47624,1633,387,2249,6579.119,0.480185254,172,2290.07,3793,6983,161,118,196,542.07,0.236704555,47,3534.24,0,15220,108,0,176,1735.59,0.491078704,15,1582.21,0,4664,155,0,183,671.66,0.424507493,24
756,1025,17838.65,22994,48734,2026,979,2664,8305.339,0.46558114,391,1015.37,256,2400,71,8,75,466.87,0.45980283,14,2688.52,2008,9100.8,143,54,248,1232.4,0.458393466,23,4029.27,5174,9828,342,199,378,1482.866,0.368023488,23,13746.42,2516,32232,772,102,1257,8055.33,0.585994754,142,419.08,988,0,32,43,0,198.62,0.473942923,12,5699.18,5836,14870,683,249,748,3045.672,0.5344053,90,7259.01,2554,19818,850,121,951,2236.21,0.308059915,102,6673.65,4366,20464,582,148,752,2116.65,0.317165269,84,6969.42,6032,18176,477,196,653,3240.703,0.464988909,110,25439.36,11604,88316,4246,661,5316,12751.558,0.501253098,287,14749.64,2552,49304,1731,126,2362,7418.161,0.502938445,167,91.51,410,0,9,14,0,3.5,0.038247186,11,562,0,1320,21,0,24,269.32,0.479217082,7,2974.84,42,10098,296,1,396,1252.41,0.421000793,24
757,1026,23243.69,24232,64795,2711,1044,3530,10790.183,0.464219881,392,2421.7,96,8288,176,3,277,870.7,0.359540818,13,3740.38,2614,11205.6,188,71,308,1828.82,0.488939626,22,6738.1,4628,17290,550,178,665,2667.21,0.395840074,23,13435.94,2732,42180,819,113,1681,7706.04,0.573539328,153,370.14,2236,0,29,97,0,173.44,0.468579456,17,4534.25,7910,10062,555,336,514,2277.359,0.502257044,68,9015.65,3440,21996,1038,157,1047,2768.35,0.3070605,107,7582.65,5424,23878,692,188,859,2073.72,0.273482226,83,9407.24,6902,22028,641,226,792,4585.766,0.48747199,111,33835.76,19080,104440,5610,1106,6333,17296.533,0.511190912,290,19524.43,5828,58620,2238,291,2817,10126.896,0.518678189,167,168.72,530,0,12,19,0,86.34,0.51173542,17,446,0,1320,17,0,24,230.4,0.516591928,10,2267.15,0,7482,233,0,295,912.7,0.402575921,29
