Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
736,14392.97,22764.13333,45740,915,590.3333333,1056,4916.616,0.341598433,116.1666667,13687.07,20726.25,36806,580,395.1666667,562,2550.95,0.186376631,62.16666667,52849.88,58872.72167,127476,3907,1756.333333,3695,21440.96,0.405695529,230.5,9628.13,11482.35333,21597.99,461,280.5,501,3019.37,0.313598799,34.83333333,6238.24,11833.3,19892,286,233.3333333,352,2990.627,0.479402363,44.5,5610.71,8465.41,7930.19,242,212,181,1187.97,0.211732561,23.83333333,20179.32,22369.7,54586,1536,691.1666667,1531,7620.971,0.377662429,120.1666667,7374.22,9208.6,23280,645,318,729,3158.38,0.428300213,69.5
737,12103.61,28808.26667,46556,792,768.5,1082,3906.253,0.32273454,119.8333333,8571.77,18400.28333,25959,339,365.1666667,391,1983.54,0.231403782,50.66666667,32593.66,52512.83333,92334,2398,1650.166667,2603,13026.629,0.399667573,219.3333333,5705.95,8923.516667,12045.2,257,245.1666667,280,1976.54,0.346399811,31.5,7605.38,15928.56667,23882,373,321.6666667,422,3199.63,0.420706132,47.83333333,1881.02,5315.901667,4298.04,86,131.1666667,96,315.52,0.16773878,17.83333333,19922.4,28596.83,56556,1673,1006,1767,7200.574,0.361431052,135.8333333,10373.34,15745.06667,33342,868,546.5,1021,4595.793,0.443038886,76.33333333
738,16040.26,22542.33333,50322,981,626,1147,5717.019,0.356416854,114,9830.04,17824.6,27734,443,364.8333333,422,1312.6,0.133529467,56.16666667,40329.66,49920.96667,97048,3074,1506.833333,2777,16339.618,0.405151395,221.3333333,8662.23,9456.356667,17078.03,383,248.1666667,397,3164.72,0.36534703,31.66666667,6136.41,12833.76667,21200,281,258.6666667,374,2719.377,0.443154385,45,6683.46,7905.878333,10458.59,299,207.1666667,241,1255.71,0.187883222,21.33333333,19008.7,24743.975,51280,1513,841.5,1455,7158.146,0.376572096,121.8333333,10076.42,11495.56667,30292,840,376.1666667,932,4602.97,0.456806088,75.33333333
739,12857.15,19315.76667,44042,843,461,1022,3894.875,0.302934554,104.1666667,6966.35,15182,23299,346,284.5,355,517.91,0.074344528,48.16666667,31983.02,46378.8,85906,2601,1339,2445,11238.933,0.35140312,211.1666667,5699.9,8024.765,13919.77,284,191.3333333,323,1621.88,0.284545343,31.66666667,4599.37,9268.233333,17430,227,178,306,1957.23,0.425543064,40,3840.21,6365.305,6070.63,189,152.1666667,137,464.23,0.120886618,21.83333333,14837.76,19668.76833,43224,1312,618.5,1217,4361.944,0.29397591,111.1666667,7290.66,9336.766667,25714,685,303.1666667,795,2811.431,0.385620918,65.5
740,27475.06,37851.46667,72148,1676,916.3333333,1625,10208.264,0.371546559,135.1666667,12423.47,14769.31667,36929,452,257.5,565,3635.76,0.292652536,48.83333333,62353.56,65578.28667,147750,4609,1903.333333,4246,25784.144,0.413515187,221.6666667,12542.69,11715.64833,28856.32,585,281.3333333,668,4202.74,0.335074852,34.83333333,12283.42,17426.16667,30366,550,332,532,5748.288,0.467971298,48.16666667,8345.47,7531.39,13102.02,322,179.8333333,298,2252.99,0.269965622,19.16666667,37476,37299.1,98184,2863,1111.666667,2869,15113.274,0.403278738,131.6666667,11421.85,10802.76667,31966,967,360.8333333,1007,5206.408,0.455828784,67
741,24123.13,36419.26667,70272,1477,874.6666667,1586,8718.511,0.361417071,134.3333333,18419.1,30584.53333,42006,731,565.3333333,646,4446.78,0.241422219,67,59958.53,67446.52,138296,4244,1975.666667,3939,26676.158,0.44491014,221.6666667,14093.47,16824.01333,28823.34,581,405,666,5591.32,0.396731252,36.33333333,7951.26,16580.5,26796,352,322.6666667,470,3832.171,0.481957702,49.83333333,11403.34,10796.19,17647.92,460,260,408,2807.61,0.246209444,20.83333333,35301.18,36680.7,86516,2572,1184.666667,2546,15606.953,0.442108536,132,14580.41,15566,40120,1188,526.8333333,1264,6925.559,0.47499069,75.16666667
742,25294.91,31797.2,73010,1419,753.1666667,1622,9995.939,0.395175907,122.5,19588.64,30708.71667,47424,775,532.8333333,748,4601.85,0.234924426,71,57479.56,66714.86667,136200,4413,1928.166667,3867,22555.868,0.39241546,231.3333333,9644.84,11179.89167,22692.73,438,271.8333333,527,3296.34,0.341772388,33.83333333,9818.68,14268.46667,27292,401,262.8333333,481,5055.626,0.514898744,48.5,8946.15,8643.153333,13829.82,359,209,318,2252.65,0.251801054,20.5,34883.58,38772.605,89418,2801,1136.833333,2584,12925.11,0.370521317,144.8333333,12392.63,20176.63333,45368,1003,607.1666667,1303,5393.67,0.435232069,90.33333333
743,26503.64,37794.26667,79996,1481,891.8333333,1769,10595.962,0.399792708,129.8333333,23267.64,43819.21667,47842,997,777.1666667,746,4211.8,0.18101535,69.5,55374.8,72203.865,132112,4219,2116.333333,3714,22116.436,0.399395321,247.5,10616.18,11596.76833,22839.69,471,268,531,3856.94,0.363307706,34.5,9002.72,19595.96667,30634,383,358.3333333,536,4381.168,0.486649368,53,7618.05,9469.93,13481.92,306,229.8333333,308,1916.82,0.251615571,20,38111.21,38649.36,94602,2883,1202.5,2783,15530.645,0.407508578,136.3333333,16656.19,18219.16667,50280,1242,553.5,1476,8039.405,0.482667705,87.83333333
744,14681.14,21212.36667,46212,896,513.8333333,1062,5151.049,0.35086165,105.3333333,11902.9,16280.33333,27089,469,292.6666667,413,2876.47,0.241661276,52.66666667,41368.61,51515.46667,98728,3112,1498.5,2851,17010.935,0.41120393,217.6666667,9100.13,11229.21,18976.6,415,271.8333333,440,3066.62,0.336986395,32.66666667,5469.3,11860.8,18382,262,224.1666667,322,2423.522,0.443113744,43,7243.29,7813.243333,11133.44,300,194.1666667,256,1730.79,0.238950808,21.33333333,21968.94,20568.1,51462,1682,627.8333333,1438,8670.274,0.394660553,115.3333333,10389.68,11281.7,30826,845,375.1666667,955,4831.623,0.465040598,66.16666667
745,25788.91,30199.43333,72274,1456,767.3333333,1617,10282.709,0.398726003,122,17766.62,28334.31667,41151,671,507.1666667,639,4758.43,0.267829784,65.83333333,55850.3,58466.18833,128186,4076,1775,3746,23607.112,0.4226855,219.8333333,11253.37,11586.225,23532.56,504,272.5,544,3919.13,0.348262787,35.66666667,8137.97,14193.23333,26270,333,261.3333333,461,4199.456,0.516032377,44,7150.47,8768.768333,11832.28,301,211.5,272,1613.22,0.225610344,22,31550.75,30413.1,76472,2396,967.5,2287,13093.41,0.414995206,125.1666667,13365.2,11327.1,35640,1117,382.1666667,1104,6140.249,0.45942066,69.33333333
746,30049.14,37333.76667,72198,1779,878.5,1645,11158.354,0.371336884,133.8333333,18786.18,27500.85,52062,832,490.1666667,814,2926.15,0.155760777,62.5,60976.67,72800.77167,155888,4626,2150.833333,4616,24670.933,0.404596266,234.3333333,11399.22,11976.03167,23374.11,486,280.6666667,538,4508.98,0.395551625,37.5,11336.02,17919.83333,34760,467,321.1666667,617,5644.299,0.497908349,58.5,7364.36,7321.853333,12401.89,288,174,275,2069.61,0.281030531,17.66666667,36229.81,37826.13333,89544,2860,1147,2817,14768.048,0.407621459,132.5,12403.48,16649.26667,37202,1041,544.6666667,1160,5549.908,0.447447652,73.83333333
747,28896.77,33421.03333,79980,1639,786,1776,11421.78,0.395261477,123,24558.22,34212.93333,60793,1021,631.1666667,953,5041.78,0.205299081,65.66666667,57238.36,66303.73833,149252,4263,1965.666667,4486,23501.758,0.410594538,233.3333333,11987.39,14695.13833,33488.16,544,348.8333333,768,4216.13,0.351713759,36.33333333,10754.99,13930.93333,29642,444,252.6666667,521,5480.269,0.509555936,45.16666667,8316.9,6007.645,16616.03,325,126.6666667,358,2172.65,0.261233152,20.66666667,33961.39,40777.33333,90440,2690,1280.833333,2764,13101.982,0.385790511,141.1666667,12735,18395.8,40322,1017,562.8333333,1155,5540.552,0.435064939,90.16666667
748,17466.76,22008.3,48576,1059,613,1117,6460.724,0.369886802,110.8333333,29304.61,39438.33333,64207,1207,754.8333333,1011,6179.61,0.210875012,70.83333333,45434.56,61601.23333,107802,3386,2011.5,3250,18725.451,0.412141132,229.1666667,9782.5,10034.74167,17676.35,437,266,407,3497,0.357475083,33.5,5626.54,11116.16667,18258,246,219.8333333,319,2735.994,0.486265805,41,3049.08,6853.496667,6314.97,153,183.8333333,138,394.83,0.129491519,20.83333333,19112.17,24387.36667,46090,1508,892.1666667,1367,6897.585,0.360900149,123.5,8868.75,11617.13333,26154,716,409.5,818,4232.23,0.477207047,70.66666667
749,20290.45,28850.73333,50000,1302,757.8333333,1179,6925.536,0.341319981,123,13969.69,23271.98333,29377,701,456.5,467,539.23,0.038599998,57.33333333,44846.4,55288.10833,121736,3628,1759.5,3784,17114.996,0.381635895,214.1666667,8026.43,9320.4,19091.6,369,233.3333333,431,2685.91,0.334633206,38.5,9690.4,17110.8,24120,490,353.6666667,431,3845.766,0.396863494,49.83333333,3644.74,5494.256667,7650.12,192,141.3333333,162,612.74,0.168116244,15.5,24813.55,31875.26833,64264,2277,1131.333333,2084,7649.657,0.308285473,130.1666667,10252.27,13750.8,33310,892,463.1666667,1069,4588.817,0.447590339,75.83333333
752,16324.45,18853.83333,39404,1009,469.6666667,912,5895.913,0.361170698,88.66666667,7226.63,13063.41667,16726,311,247.5,262,1310.82,0.181387452,43.33333333,26938.15,29585.62667,65212,2092,907,2031,10835.149,0.402223204,149.5,5615.21,7639.65,10858.94,312,197.6666667,248,1002.31,0.178499112,33.16666667,8208.6,11015.93333,21424,368,210.8333333,375,3756.298,0.457605195,34.66666667,1097.4,1862.375,4359.42,70,53.16666667,93,-58.1,-0.052943321,6.5,23110.88,26000.23,57834,2001,898.6666667,1884,8221.848,0.355756596,116.6666667,6448.48,9917.3,20238,603,352.5,651,2462.957,0.381943807,64.83333333
753,18598.58,38917.53333,56814,1290,1015,1312,5317.343,0.285900483,141.5,8025.55,18025,22943,365,346.1666667,363,1055.83,0.131558585,49.5,31025.5,45995.96333,83206,2474,1468,2510,11489.278,0.370317255,189.1666667,5644.76,8315.251667,11995.67,291,224.5,275,1380.51,0.244564871,34.66666667,11324.38,23487.9,32972,550,441.8333333,589,4658.355,0.411356295,67.33333333,1557.79,4822.655,5436.18,88,133,117,-8.97,-0.005758157,15.83333333,26550.25,37256.33167,72604,2355,1305.333333,2243,8239.788,0.310346908,139.5,9479.14,12929.06667,27528,845,444.3333333,863,3819.01,0.402885705,72.66666667
755,20491.72,36590.16667,51044,1427,925.1666667,1194,5985.446,0.292090952,138.1666667,10041.23,25368.66667,29771,472,459.1666667,471,1024.4,0.102019374,59.83333333,37065.23,65990.92667,113674,3130,2033.666667,3482,13244.712,0.357335217,218.3333333,7133.86,9072.17,15786.8,356,231,362,1942.56,0.272301391,34.16666667,11403.79,22866.83333,30534,555,442,545,4737.329,0.415417067,61.66666667,1984.5,5045.243333,5079.26,93,126.8333333,109,305.25,0.153817082,16,21913.28,35388.73667,60984,2111,1174.5,1977,6546.718,0.298755732,138,7627.31,12216.3,26620,657,409.1666667,840,3320.129,0.435294881,68.83333333
756,32782.4,47927.83333,79716,2312,1258.5,1850,8464.121,0.258191011,171.3333333,16494.18,20389.68333,33351,724,396.3333333,523,2699.31,0.16365227,56.5,51452.65,64149.20833,131354,4392,2038.833333,4066,17979.975,0.349447016,213.6666667,9948.39,10108.52333,20847.2,562,257,482,1757.83,0.176694922,39.33333333,14893.7,27127.1,41226,762,535.3333333,743,5740.737,0.385447337,67.83333333,4810.29,5201.095,10210.12,203,133.5,224,1055.78,0.219483649,16,35932.96,41713.25333,87620,3358,1432.166667,2843,10963.702,0.305115471,137.1666667,11357.75,12512,29432,1044,439.1666667,933,4559.373,0.401432766,67.83333333
757,24046.27,34091.5,68224,1485,829,1536,8502.948,0.353607774,130.1666667,15651.61,21673.41667,34268,621,401.5,548,3677.08,0.23493302,60.5,47806.64,65128.38167,126310,3601,1943.333333,3758,19183.349,0.401269552,225.6666667,6928.27,7870.086667,15181.85,327,201.5,350,2199.1,0.317409685,32.66666667,13842.24,25482.93333,41174,637,473.5,730,6281.983,0.453827054,63.33333333,2749,3803.011667,6497.93,111,96.16666667,142,708,0.257548199,13.33333333,32634.65,39242.55833,78662,2717,1248.166667,2436,12087.48,0.370387916,140.6666667,11663.31,15195.43333,31838,993,522.8333333,994,5220.327,0.447585377,81.33333333
758,17520.3,30348.13333,54074,1219,804.6666667,1239,4902.038,0.279791899,120.5,8783.41,20392.5,30210,363,369.8333333,466,1790.94,0.203900308,52.16666667,33351.01,53009.47,94670,2661,1650.333333,2793,12347.081,0.370216104,213.3333333,4814.3,9522.56,12909.01,269,262.3333333,299,853.26,0.177234489,32,9310.61,19964.7,27892,451,385.8333333,496,3986.257,0.428141336,59.33333333,3081.33,4674.96,3878.13,150,124.3333333,87,353.34,0.114671262,16.83333333,22336.52,31181.9,58924,1903,1049,1724,7660.627,0.342964213,128.5,10521.91,17928.53333,38564,896,624.5,1163,4694.442,0.44615873,75.33333333
759,9664.25,15634.86667,28866,596,402.3333333,672,3450.681,0.357056264,84.5,7099.65,17208.08333,21850,296,308.6666667,338,1388.3,0.195544851,48.16666667,28882.63,33622.82667,64356,1991,949.6666667,1842,12844.596,0.44471698,152.8333333,5559.95,8305.973333,12926.98,271,201.5,302,1784.26,0.320912958,30.66666667,4642.22,9436.633333,15816,234,183.8333333,280,1931.001,0.415964991,34.83333333,710.69,1851.561667,3599.2,47,48.66666667,80,-114.31,-0.160843687,6.833333333,15680.13,18519.49667,39610,1266,633.8333333,1215,5798.314,0.369787368,100.3333333,8801.77,12429.33333,28030,774,413.3333333,874,3830.333,0.435177584,67
760,17485.54,27476.96667,45776,1131,752.1666667,1066,5820.365,0.332867329,121.3333333,8907.97,16354.36667,25943,374,315.6666667,399,1709.64,0.191922514,47.66666667,37192.54,56636.99833,93020,2884,1730.666667,2682,14350.371,0.385840037,216.6666667,7405.22,9258.191667,17302.96,339,232.8333333,404,2631.77,0.355393898,31.33333333,8255.3,14650.03333,20494,410,303.5,363,3390.991,0.410765327,49.33333333,2866.66,4263.76,4307.03,128,109,97,550.41,0.192003935,15.66666667,22192.92,29667.255,58802,1903,1011.833333,1735,7764.63,0.349869688,129.8333333,8762.72,14874.66667,26672,710,535,826,4172.871,0.476207274,76.66666667
761,14822.24,24472.03333,45520,925,640.6666667,1060,5394.885,0.363972315,108.6666667,7577.81,15808,24809,318,297.8333333,377,1430.26,0.188743186,48.5,35412.59,47921.55667,85230,2762,1518.5,2486,13816.992,0.390171744,206.1666667,6618.33,8850.66,11409.35,297,240.1666667,265,2333.8,0.35262672,33,7321,14367.23333,22016,341,290.3333333,389,3337.592,0.455892911,46.83333333,3965.45,5603.333333,5722.7,157,140,130,1031.71,0.260174759,17.33333333,18778.19,26134.86833,52174,1675,917.5,1600,5478.418,0.291743666,125.3333333,9228.15,15411.6,32308,761,509.3333333,989,4312.814,0.467354128,71.33333333
762,11708.97,14776.26667,31694,698,359.8333333,734,4403.442,0.376074241,81.66666667,8202.2,14959,22779,345,270,347,1568.13,0.191184073,45.16666667,30023.48,34729.165,66508,2213,966.8333333,1860,12407.027,0.413244134,159.5,6477.91,6777.03,12750.01,303,164.5,299,2253.17,0.347823604,28.66666667,7062.79,9061.166667,17104,306,170,300,3484.36,0.49334045,33.83333333,839.21,1471.8,2609.42,54,40.66666667,58,-146.04,-0.174020805,7.333333333,17324.14,17885.73333,37822,1455,587.3333333,1200,6456.792,0.372704908,102.5,9006.24,10843.73333,24940,763,357.5,774,4070.58,0.451973299,62.16666667
763,15534.53,25974,41820,1120,680.6666667,982,4001.284,0.257573547,114.8333333,8613.13,17578.41667,24159,390,317,367,1175.26,0.136449816,50.16666667,35727.12,45718.04333,81310,2820,1307.333333,2340,13602.455,0.38073192,207.1666667,6560.26,8149.421667,12822.01,303,197.3333333,299,2179.01,0.332152994,31.16666667,9917.73,16878.73333,29126,439,317.3333333,517,4634.255,0.467269728,54.33333333,2729.15,4062.213333,4103.08,125,102.5,92,520.15,0.190590477,14.5,19848.99,26693.99833,50236,1853,855.5,1530,5711.592,0.287752274,125,9304.45,12240.26667,27826,777,410.1666667,849,4209.726,0.452442219,73
765,26486.22,32205.03333,65664,1616,884,1498,9791.035,0.369665245,137.1666667,14784.53,21809.35,40579,591,411.8333333,635,3310.75,0.223933395,63.5,58549.94,60525.755,142670,4223,1890.5,4035,24933.549,0.425850974,221.8333333,13141.65,12524.54667,27053.73,582,314,627,4766.9,0.362732229,36.83333333,11497.15,15196.8,27728,540,319.1666667,488,5080.901,0.441926999,51.66666667,8338.4,9958.041667,16291.3,324,240,370,2277.39,0.273120743,21,34213.45,31916.30167,79744,2478,1055.5,2339,14454.186,0.42247087,136.6666667,12663.22,11615.83333,35928,1007,402,1119,6083.487,0.48040601,67.5
766,32234.04,41044.93333,84956,1977,984.6666667,1909,11581.083,0.359281151,137.6666667,15158.29,25190.13333,40087,622,444.3333333,611,3211.91,0.211891315,63.5,63446.33,67314.53,149600,4647,2022,4252,26125.123,0.411767284,229.5,12097.56,12217.30167,26324.89,532,293.5,611,4526.06,0.37412999,37.33333333,14012.06,26248.1,38234,640,480.5,674,6268.955,0.447397099,62.83333333,7610.01,9396.453333,11967.28,314,227.8333333,272,1682.53,0.221094322,21.83333333,35891.1,38741.53333,91038,2775,1209.5,2607,13893.459,0.387100395,136.1666667,14710.12,12871.5,38502,1226,421.6666667,1195,6764.078,0.459824801,71.16666667
767,30631.97,43509.36667,79258,1813,1063.5,1756,11444.161,0.373601861,139.6666667,16153.1,26856.38333,39612,638,493.1666667,604,3887.2,0.240647306,61.33333333,67524.09,72084.97833,150026,5000,2186,4358,28934.376,0.428504494,228.8333333,13586.25,13940.19167,30829.87,577,342.1666667,713,5425.53,0.399339774,37.5,10353.32,20029.36667,29068,500,388.5,510,4412.729,0.42621391,55.16666667,9471.22,8024.36,14990.55,377,199.3333333,345,2414.71,0.254952372,18.66666667,37282.51,38242.27667,89904,2772,1207,2571,15138.751,0.406055038,128.6666667,15067.02,12981.7,41256,1200,429,1287,7305.605,0.484873917,69.33333333
768,23839.24,29801.9,65774,1439,737,1467,8421.126,0.353246412,126.8333333,18331.39,27914.1,40907,797,547.3333333,643,3186.13,0.173807333,64.83333333,47190.81,59811.00167,121892,3809,1869.166667,3648,17419.898,0.369137508,228.3333333,9073.44,10402.09667,20710.91,410,249,472,3107.18,0.342447848,36.66666667,8736.82,11394.63333,23760,361,207.5,422,4421.02,0.506021642,45.33333333,7569.47,9100.371667,16171.14,303,222.3333333,349,1849.25,0.244303762,23.5,30498.5,33685.2,78592,2487,1100.166667,2400,11322.234,0.371239045,127.8333333,11254.69,12580.73333,33598,945,410.8333333,1052,5071.655,0.450625917,70.16666667
769,34039.8,47852,74158,2107,1183.166667,1661,11716.694,0.344205724,154.1666667,17862.39,42774.7,46038,856,785.1666667,708,1584.23,0.088690819,66.66666667,63167.12,87572.96833,140560,4695,2513.833333,3958,26626.809,0.421529571,258.5,7121.41,9120.098333,14351.66,320,223.1666667,334,2565.18,0.360206757,32.66666667,13376.69,30811.03333,26350,687,582.8333333,456,5176.574,0.386984673,58.66666667,5730.55,7718.533333,11303.49,224,180.6666667,251,1496.54,0.261151198,21,38053,48568.945,88802,3055,1609.333333,2632,14213.918,0.373529498,148.5,15766.92,26412.53333,50678,1272,849.3333333,1500,7292.934,0.462546521,98.66666667
770,26539.79,27742.13333,72962,1615,659.6666667,1645,9566.74,0.360467811,125.1666667,19847.13,29395.48333,39864,934,550.3333333,616,2194.2,0.110555027,67.66666667,67827.55,56666.97,157480,5228,1728.333333,4574,27032.356,0.39854537,219.1666667,10359.62,13530.44667,26909.79,495,329,621,3175.38,0.306515104,37.33333333,8703.68,13531.06667,27710,377,247.5,488,4176.183,0.479818077,46.5,6700.03,11586.585,12525.17,280,279.8333333,283,1475.53,0.220227372,23,33673.23,32485.36667,93606,2563,966.6666667,2745,13421.123,0.398569516,124.8333333,12310.51,15614.1,42660,1103,502.5,1323,5261.149,0.427370515,67.16666667
771,24913.25,36021.73333,74766,1507,867.8333333,1670,9164.112,0.367840888,131.8333333,15016.85,29222.93333,41330,641,518.8333333,634,2865.89,0.190844951,66.5,68965.87,79377.005,180172,5147,2375,5189,28527.778,0.413650665,226.5,13000.09,15056.8,28511.38,578,364.8333333,662,4780.36,0.367717454,38,8799.92,16190.16667,28880,383,298.3333333,508,4184.098,0.475470004,50.16666667,9285.72,11760.405,16136.33,373,290.3333333,367,2310.23,0.248793847,21.66666667,38862.84,43259.30167,101338,3033,1385.166667,3022,15367.664,0.395433375,134.3333333,15407.25,17068.7,47114,1307,565.1666667,1455,6950.081,0.451091596,76
772,29716.68,41716.93333,93678,1814,1024.166667,2084,10616.011,0.357240816,126.3333333,23502.72,45404.08333,63210,1106,884.1666667,974,2650.28,0.11276482,68.66666667,68927.29,84648.13,170862,5222,2584.5,5000,28088.578,0.407510262,232.5,11938.67,15556.19833,28484.42,520,372,658,4338.9,0.363432443,38.66666667,10077.23,16196.6,33092,402,292.6666667,580,5255.128,0.521485368,46.5,7346.23,8509.763333,12423.16,319,222.1666667,284,1434.48,0.195267505,22.66666667,39494.01,45421.28667,106466,3040,1418.833333,3149,15556.295,0.393889985,133.8333333,15136.27,18650.33333,48740,1317,630,1519,6669.578,0.440635507,75.5
773,18340.85,25867.23333,49038,1147,675.3333333,1141,6596.78,0.359676896,119.6666667,9036.62,16888.9,24506,438,337.5,386,717.31,0.07937813,47.33333333,27769.06,35879.95833,74366,2181,1204,2208,10958.173,0.394618075,177.8333333,5433.16,8295.04,10379.05,298,235.3333333,237,1093.17,0.201203351,34.33333333,9899.78,18498.33333,29240,484,364.6666667,524,4048.192,0.40891737,59.33333333,1993.46,5066.6,5463.17,98,134.3333333,118,278.22,0.139566382,17.33333333,21729.67,27319.02167,52214,1921,987.1666667,1641,7029.232,0.323485446,121.3333333,5874.89,11182.26667,19452,545,410.1666667,623,2452.288,0.417418539,68
